Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
97426,T128,5,VK,VIKHROLI,19:01:00,19:02:00,10,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,6,GC,GHAT KOPAR,19:05:00,19:06:00,13,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,7,VVH,VIDYAVIHAR,19:08:00,19:09:00,15,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,8,CLA,KURLA,19:11:00,19:12:00,17,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,9,MTN,MUMBAI (MATU,19:18:00,19:19:00,22,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,10,DR,DADAR,19:22:00,19:23:00,24,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,11,PR,MUMBAI(PAREL,19:25:00,19:26:00,25,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,12,CRD,MUMBAI CURRE,19:28:00,19:29:00,26,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,13,CHG,MUMBAI (CHIN,19:30:00,19:31:00,27,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,14,BY,MUMBAI (BYCU,19:32:00,19:33:00,28,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,15,SNRD,MUMBAI SANDH,19:35:00,19:36:00,30,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,16,MSD,MUMBAI (MASJ,19:38:00,19:39:00,31,TNA,THANE,CSTM,CST-MUMBAI
97426,T128,17,CSMT,CST-MUMBAI,19:42:00,00:00:00,33,TNA,THANE,CSTM,CST-MUMBAI
97427,T135,1,CSMT,CST-MUMBAI,00:00:00,22:39:00,0,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,2,MSD,MUMBAI (MASJ,22:41:00,22:42:00,1,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,3,SNRD,MUMBAI SANDH,22:43:00,22:44:00,2,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,4,BY,MUMBAI (BYCU,22:46:00,22:47:00,4,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,5,CHG,MUMBAI (CHIN,22:48:00,22:49:00,5,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,6,CRD,MUMBAI CURRE,22:50:00,22:51:00,6,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,7,PR,MUMBAI(PAREL,22:53:00,22:54:00,7,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,8,DR,DADAR,22:56:00,22:57:00,8,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,9,MTN,MUMBAI (MATU,22:59:00,23:00:00,10,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,10,CLA,KURLA,23:06:00,23:07:00,15,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,11,VVH,VIDYAVIHAR,23:09:00,23:10:00,17,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,12,GC,GHAT KOPAR,23:12:00,23:13:00,19,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,13,VK,VIKHROLI,23:16:00,23:17:00,22,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,14,BND,BHANDUP,23:22:00,23:23:00,26,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,15,NHU,NAHUR,23:25:00,23:26:00,28,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,16,MLND,MULUND,23:28:00,23:29:00,30,CSTM,CST-MUMBAI,TNA,THANE
97427,T135,17,TNA,THANE,23:34:00,00:00:00,33,CSTM,CST-MUMBAI,TNA,THANE
97428,T130,1,TNA,THANE,00:00:00,18:57:00,0,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,2,MLND,MULUND,19:02:00,19:03:00,2,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,3,NHU,NAHUR,19:05:00,19:06:00,4,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,4,BND,BHANDUP,19:08:00,19:09:00,6,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,5,VK,VIKHROLI,19:14:00,19:15:00,10,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,6,GC,GHAT KOPAR,19:18:00,19:19:00,13,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,7,VVH,VIDYAVIHAR,19:21:00,19:22:00,15,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,8,CLA,KURLA,19:24:00,19:25:00,17,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,9,MTN,MUMBAI (MATU,19:31:00,19:32:00,22,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,10,DR,DADAR,19:35:00,19:36:00,24,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,11,PR,MUMBAI(PAREL,19:38:00,19:39:00,25,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,12,CRD,MUMBAI CURRE,19:41:00,19:42:00,26,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,13,CHG,MUMBAI (CHIN,19:43:00,19:44:00,27,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,14,BY,MUMBAI (BYCU,19:45:00,19:46:00,28,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,15,SNRD,MUMBAI SANDH,19:48:00,19:49:00,30,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,16,MSD,MUMBAI (MASJ,19:51:00,19:52:00,31,TNA,THANE,CSTM,CST-MUMBAI
97428,T130,17,CSMT,CST-MUMBAI,19:55:00,00:00:00,33,TNA,THANE,CSTM,CST-MUMBAI
97429,DT7,1,DR,DADAR,00:00:00,22:30:00,0,DR,DADAR,TNA,THANE
97429,DT7,2,MTN,MUMBAI (MATU,22:33:00,22:34:00,1,DR,DADAR,TNA,THANE
97429,DT7,3,CLA,KURLA,22:40:00,22:41:00,6,DR,DADAR,TNA,THANE
97429,DT7,4,VVH,VIDYAVIHAR,22:43:00,22:44:00,8,DR,DADAR,TNA,THANE
97429,DT7,5,GC,GHAT KOPAR,22:46:00,22:47:00,10,DR,DADAR,TNA,THANE
97429,DT7,6,VK,VIKHROLI,22:50:00,22:51:00,14,DR,DADAR,TNA,THANE
97429,DT7,7,BND,BHANDUP,22:56:00,22:57:00,17,DR,DADAR,TNA,THANE
97429,DT7,8,NHU,NAHUR,22:59:00,23:00:00,19,DR,DADAR,TNA,THANE
97429,DT7,9,MLND,MULUND,23:02:00,23:03:00,21,DR,DADAR,TNA,THANE
97429,DT7,10,TNA,THANE,23:09:00,00:00:00,24,DR,DADAR,TNA,THANE
97430,DT12,1,TNA,THANE,00:00:00,19:12:00,0,TNA,THANE,DR,DADAR
97430,DT12,2,MLND,MULUND,19:17:00,19:18:00,2,TNA,THANE,DR,DADAR
97430,DT12,3,NHU,NAHUR,19:20:00,19:21:00,4,TNA,THANE,DR,DADAR
97430,DT12,4,BND,BHANDUP,19:23:00,19:24:00,6,TNA,THANE,DR,DADAR
97430,DT12,5,VK,VIKHROLI,19:29:00,19:30:00,10,TNA,THANE,DR,DADAR
97430,DT12,6,GC,GHAT KOPAR,19:33:00,19:34:00,13,TNA,THANE,DR,DADAR
97430,DT12,7,VVH,VIDYAVIHAR,19:36:00,19:37:00,15,TNA,THANE,DR,DADAR
97430,DT12,8,CLA,KURLA,19:39:00,19:40:00,17,TNA,THANE,DR,DADAR
97430,DT12,9,MTN,MUMBAI (MATU,19:46:00,19:47:00,22,TNA,THANE,DR,DADAR
97430,DT12,10,DR,DADAR,19:51:00,00:00:00,24,TNA,THANE,DR,DADAR
97431,T137,1,CSMT,CST-MUMBAI,00:00:00,22:47:00,0,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,2,MSD,MUMBAI (MASJ,22:49:00,22:50:00,1,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,3,SNRD,MUMBAI SANDH,22:51:00,22:52:00,2,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,4,BY,MUMBAI (BYCU,22:54:00,22:55:00,4,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,5,CHG,MUMBAI (CHIN,22:56:00,22:57:00,5,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,6,CRD,MUMBAI CURRE,22:58:00,22:59:00,6,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,7,PR,MUMBAI(PAREL,23:01:00,23:02:00,7,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,8,DR,DADAR,23:04:00,23:05:00,8,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,9,MTN,MUMBAI (MATU,23:07:00,23:08:00,10,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,10,CLA,KURLA,23:14:00,23:15:00,15,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,11,VVH,VIDYAVIHAR,23:17:00,23:18:00,17,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,12,GC,GHAT KOPAR,23:20:00,23:21:00,19,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,13,VK,VIKHROLI,23:24:00,23:25:00,22,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,14,BND,BHANDUP,23:30:00,23:31:00,26,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,15,NHU,NAHUR,23:33:00,23:34:00,28,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,16,MLND,MULUND,23:36:00,23:37:00,30,CSTM,CST-MUMBAI,TNA,THANE
97431,T137,17,TNA,THANE,23:42:00,00:00:00,33,CSTM,CST-MUMBAI,TNA,THANE
97432,T132,1,TNA,THANE,00:00:00,19:30:00,0,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,2,MLND,MULUND,19:35:00,19:36:00,2,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,3,NHU,NAHUR,19:38:00,19:39:00,4,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,4,BND,BHANDUP,19:41:00,19:42:00,6,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,5,VK,VIKHROLI,19:47:00,19:48:00,10,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,6,GC,GHAT KOPAR,19:51:00,19:52:00,13,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,7,VVH,VIDYAVIHAR,19:54:00,19:55:00,15,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,8,CLA,KURLA,19:57:00,19:58:00,17,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,9,MTN,MUMBAI (MATU,20:04:00,20:05:00,22,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,10,DR,DADAR,20:08:00,20:09:00,24,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,11,PR,MUMBAI(PAREL,20:11:00,20:12:00,25,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,12,CRD,MUMBAI CURRE,20:14:00,20:15:00,26,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,13,CHG,MUMBAI (CHIN,20:16:00,20:17:00,27,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,14,BY,MUMBAI (BYCU,20:18:00,20:19:00,28,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,15,SNRD,MUMBAI SANDH,20:21:00,20:22:00,30,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,16,MSD,MUMBAI (MASJ,20:24:00,20:25:00,31,TNA,THANE,CSTM,CST-MUMBAI
97432,T132,17,CSMT,CST-MUMBAI,20:28:00,00:00:00,33,TNA,THANE,CSTM,CST-MUMBAI
97433,T139,1,CSMT,CST-MUMBAI,00:00:00,22:59:00,0,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,2,MSD,MUMBAI (MASJ,23:01:00,23:02:00,1,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,3,SNRD,MUMBAI SANDH,23:03:00,23:04:00,2,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,4,BY,MUMBAI (BYCU,23:06:00,23:07:00,4,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,5,CHG,MUMBAI (CHIN,23:08:00,23:09:00,5,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,6,CRD,MUMBAI CURRE,23:10:00,23:11:00,6,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,7,PR,MUMBAI(PAREL,23:13:00,23:14:00,7,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,8,DR,DADAR,23:16:00,23:17:00,8,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,9,MTN,MUMBAI (MATU,23:19:00,23:20:00,10,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,10,CLA,KURLA,23:26:00,23:27:00,15,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,11,VVH,VIDYAVIHAR,23:29:00,23:30:00,17,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,12,GC,GHAT KOPAR,23:32:00,23:33:00,19,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,13,VK,VIKHROLI,23:36:00,23:37:00,22,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,14,BND,BHANDUP,23:42:00,23:43:00,26,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,15,NHU,NAHUR,23:45:00,23:46:00,28,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,16,MLND,MULUND,23:48:00,23:49:00,30,CSTM,CST-MUMBAI,TNA,THANE
97433,T139,17,TNA,THANE,23:55:00,00:00:00,33,CSTM,CST-MUMBAI,TNA,THANE
97434,T134,1,TNA,THANE,00:00:00,19:38:00,0,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,2,MLND,MULUND,19:43:00,19:44:00,2,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,3,NHU,NAHUR,19:46:00,19:47:00,4,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,4,BND,BHANDUP,19:49:00,19:50:00,6,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,5,VK,VIKHROLI,19:55:00,19:56:00,10,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,6,GC,GHAT KOPAR,19:59:00,20:00:00,13,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,7,VVH,VIDYAVIHAR,20:02:00,20:03:00,15,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,8,CLA,KURLA,20:05:00,20:06:00,17,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,9,MTN,MUMBAI (MATU,20:12:00,20:13:00,22,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,10,DR,DADAR,20:16:00,20:17:00,24,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,11,PR,MUMBAI(PAREL,20:19:00,20:20:00,25,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,12,CRD,MUMBAI CURRE,20:22:00,20:23:00,26,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,13,CHG,MUMBAI (CHIN,20:24:00,20:25:00,27,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,14,BY,MUMBAI (BYCU,20:26:00,20:27:00,28,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,15,SNRD,MUMBAI SANDH,20:29:00,20:30:00,30,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,16,MSD,MUMBAI (MASJ,20:32:00,20:33:00,31,TNA,THANE,CSTM,CST-MUMBAI
97434,T134,17,CSMT,CST-MUMBAI,20:38:00,00:00:00,33,TNA,THANE,CSTM,CST-MUMBAI
97435,T141,1,CSMT,CST-MUMBAI,00:00:00,23:12:00,0,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,2,MSD,MUMBAI (MASJ,23:14:00,23:15:00,1,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,3,SNRD,MUMBAI SANDH,23:16:00,23:17:00,2,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,4,BY,MUMBAI (BYCU,23:19:00,23:20:00,4,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,5,CHG,MUMBAI (CHIN,23:21:00,23:22:00,5,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,6,CRD,MUMBAI CURRE,23:23:00,23:24:00,6,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,7,PR,MUMBAI(PAREL,23:26:00,23:27:00,7,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,8,DR,DADAR,23:29:00,23:30:00,8,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,9,MTN,MUMBAI (MATU,23:32:00,23:33:00,10,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,10,CLA,KURLA,23:39:00,23:40:00,15,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,11,VVH,VIDYAVIHAR,23:42:00,23:43:00,17,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,12,GC,GHAT KOPAR,23:45:00,23:46:00,19,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,13,VK,VIKHROLI,23:49:00,23:50:00,22,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,14,BND,BHANDUP,23:55:00,23:56:00,26,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,15,NHU,NAHUR,23:58:00,23:59:00,28,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,16,MLND,MULUND,00:01:00,00:02:00,30,CSTM,CST-MUMBAI,TNA,THANE
97435,T141,17,TNA,THANE,00:07:00,00:00:00,33,CSTM,CST-MUMBAI,TNA,THANE
97436,T136,1,TNA,THANE,00:00:00,19:48:00,0,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,2,MLND,MULUND,19:53:00,19:54:00,2,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,3,NHU,NAHUR,19:56:00,19:57:00,4,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,4,BND,BHANDUP,19:59:00,20:00:00,6,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,5,VK,VIKHROLI,20:05:00,20:06:00,10,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,6,GC,GHAT KOPAR,20:09:00,20:10:00,13,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,7,VVH,VIDYAVIHAR,20:12:00,20:13:00,15,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,8,CLA,KURLA,20:15:00,20:16:00,17,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,9,MTN,MUMBAI (MATU,20:22:00,20:23:00,22,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,10,DR,DADAR,20:26:00,20:27:00,24,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,11,PR,MUMBAI(PAREL,20:29:00,20:30:00,25,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,12,CRD,MUMBAI CURRE,20:32:00,20:33:00,26,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,13,CHG,MUMBAI (CHIN,20:34:00,20:35:00,27,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,14,BY,MUMBAI (BYCU,20:36:00,20:37:00,28,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,15,SNRD,MUMBAI SANDH,20:39:00,20:40:00,30,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,16,MSD,MUMBAI (MASJ,20:42:00,20:43:00,31,TNA,THANE,CSTM,CST-MUMBAI
97436,T136,17,CSMT,CST-MUMBAI,20:46:00,00:00:00,33,TNA,THANE,CSTM,CST-MUMBAI
97437,T143,1,CSMT,CST-MUMBAI,00:00:00,23:39:00,0,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,2,MSD,MUMBAI (MASJ,23:41:00,23:42:00,1,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,3,SNRD,MUMBAI SANDH,23:43:00,23:44:00,2,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,4,BY,MUMBAI (BYCU,23:46:00,23:47:00,4,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,5,CHG,MUMBAI (CHIN,23:48:00,23:49:00,5,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,6,CRD,MUMBAI CURRE,23:50:00,23:51:00,6,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,7,PR,MUMBAI(PAREL,23:53:00,23:54:00,7,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,8,DR,DADAR,23:56:00,23:57:00,8,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,9,MTN,MUMBAI (MATU,23:59:00,00:00:00,10,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,10,CLA,KURLA,00:06:00,00:07:00,15,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,11,VVH,VIDYAVIHAR,00:09:00,00:10:00,17,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,12,GC,GHAT KOPAR,00:12:00,00:13:00,19,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,13,VK,VIKHROLI,00:16:00,00:17:00,22,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,14,BND,BHANDUP,00:22:00,00:23:00,26,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,15,NHU,NAHUR,00:25:00,00:26:00,28,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,16,MLND,MULUND,00:28:00,00:29:00,30,CSTM,CST-MUMBAI,TNA,THANE
97437,T143,17,TNA,THANE,00:35:00,00:00:00,33,CSTM,CST-MUMBAI,TNA,THANE
97438,T138,1,TNA,THANE,00:00:00,20:03:00,0,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,2,MLND,MULUND,20:08:00,20:09:00,2,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,3,NHU,NAHUR,20:11:00,20:12:00,4,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,4,BND,BHANDUP,20:14:00,20:15:00,6,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,5,VK,VIKHROLI,20:20:00,20:21:00,10,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,6,GC,GHAT KOPAR,20:24:00,20:25:00,13,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,7,VVH,VIDYAVIHAR,20:27:00,20:28:00,15,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,8,CLA,KURLA,20:30:00,20:31:00,17,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,9,MTN,MUMBAI (MATU,20:37:00,20:38:00,22,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,10,DR,DADAR,20:41:00,20:42:00,24,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,11,PR,MUMBAI(PAREL,20:44:00,20:45:00,25,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,12,CRD,MUMBAI CURRE,20:47:00,20:48:00,26,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,13,CHG,MUMBAI (CHIN,20:49:00,20:50:00,27,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,14,BY,MUMBAI (BYCU,20:51:00,20:52:00,28,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,15,SNRD,MUMBAI SANDH,20:54:00,20:55:00,30,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,16,MSD,MUMBAI (MASJ,20:57:00,20:58:00,31,TNA,THANE,CSTM,CST-MUMBAI
97438,T138,17,CSMT,CST-MUMBAI,21:01:00,00:00:00,33,TNA,THANE,CSTM,CST-MUMBAI
97439,T145,1,CSMT,CST-MUMBAI,00:00:00,23:59:00,0,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,2,MSD,MUMBAI (MASJ,00:01:00,00:02:00,1,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,3,SNRD,MUMBAI SANDH,00:03:00,00:04:00,2,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,4,BY,MUMBAI (BYCU,00:06:00,00:07:00,4,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,5,CHG,MUMBAI (CHIN,00:08:00,00:09:00,5,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,6,CRD,MUMBAI CURRE,00:10:00,00:11:00,6,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,7,PR,MUMBAI(PAREL,00:13:00,00:14:00,7,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,8,DR,DADAR,00:16:00,00:17:00,8,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,9,MTN,MUMBAI (MATU,00:20:00,00:21:00,10,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,10,CLA,KURLA,00:27:00,00:28:00,15,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,11,VVH,VIDYAVIHAR,00:30:00,00:31:00,17,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,12,GC,GHAT KOPAR,00:33:00,00:34:00,19,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,13,VK,VIKHROLI,00:38:00,00:39:00,22,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,14,BND,BHANDUP,00:43:00,00:44:00,26,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,15,NHU,NAHUR,00:46:00,00:47:00,28,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,16,MLND,MULUND,00:49:00,00:50:00,30,CSTM,CST-MUMBAI,TNA,THANE
97439,T145,17,TNA,THANE,00:55:00,00:00:00,33,CSTM,CST-MUMBAI,TNA,THANE
97440,T140,1,TNA,THANE,00:00:00,21:21:00,0,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,2,MLND,MULUND,21:26:00,21:27:00,2,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,3,NHU,NAHUR,21:29:00,21:30:00,4,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,4,BND,BHANDUP,21:32:00,21:33:00,6,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,5,VK,VIKHROLI,21:38:00,21:39:00,10,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,6,GC,GHAT KOPAR,21:42:00,21:43:00,13,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,7,VVH,VIDYAVIHAR,21:45:00,21:46:00,15,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,8,CLA,KURLA,21:48:00,21:49:00,17,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,9,MTN,MUMBAI (MATU,21:55:00,21:56:00,22,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,10,DR,DADAR,21:59:00,22:00:00,24,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,11,PR,MUMBAI(PAREL,22:02:00,22:03:00,25,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,12,CRD,MUMBAI CURRE,22:05:00,22:06:00,26,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,13,CHG,MUMBAI (CHIN,22:07:00,22:08:00,27,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,14,BY,MUMBAI (BYCU,22:09:00,22:10:00,28,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,15,SNRD,MUMBAI SANDH,22:12:00,22:13:00,30,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,16,MSD,MUMBAI (MASJ,22:15:00,22:16:00,31,TNA,THANE,CSTM,CST-MUMBAI
97440,T140,17,CSMT,CST-MUMBAI,22:20:00,00:00:00,33,TNA,THANE,CSTM,CST-MUMBAI
97441,T147,1,CSMT,CST-MUMBAI,00:00:00,23:35:00,0,CSTM,CST-MUMBAI,TNA,THANE
97441,T147,2,MSD,MUMBAI (MASJ,23:37:00,23:38:00,1,CSTM,CST-MUMBAI,TNA,THANE
97441,T147,3,SNRD,MUMBAI SANDH,23:39:00,23:40:00,2,CSTM,CST-MUMBAI,TNA,THANE
97441,T147,4,BY,MUMBAI (BYCU,23:42:00,23:43:00,4,CSTM,CST-MUMBAI,TNA,THANE
97441,T147,5,CHG,MUMBAI (CHIN,23:44:00,23:45:00,5,CSTM,CST-MUMBAI,TNA,THANE
97441,T147,6,CRD,MUMBAI CURRE,23:46:00,23:47:00,6,CSTM,CST-MUMBAI,TNA,THANE
